restaurant_name,restaurant_location,restaurant_rating,restaurant_price_range,restaurant_latitude,restaurant_longitude,restaurant_location_link,restaurant_logo-src,restaurant_menu
Thong Grill Hide & Shabu (ทองกริลฮิเดะ หมูกระทะแอนด์ชาบู),"124, สุขุมวิท 53 คลองตันเหนือ วัฒนา กรุงเทพมหานคร กรุงเทพมหานคร (ทองหล่อซอย 9 เลี้ยวซ้ายไป สุขุมวิท 53 ร้านมี 2 ชั้น)",,฿฿฿,13.73149661,100.57826,"https://www.google.com/maps/search/?api=1&query=13.73149660993362,100.57826002627677",https://img.wongnai.com/p/128x128/2025/01/26/e0da846478634ca5884e7e47e749858c.jpg,
Starbucks (สตาร์บัคส์),"232, ห้วยขวาง ห้วยขวาง กรุงเทพมหานคร กรุงเทพมหานคร (ศูนย์ฮอนด้า)",,฿฿,13.77987597,100.5740836,"https://www.google.com/maps/search/?api=1&query=13.779875966867335,100.57408355923931",https://img.wongnai.com/p/128x128/2024/04/17/459f0146c9b145d9b0f67769f0a6bedd.jpg,
Starbucks (สตาร์บัคส์),"1191, พระโขนง คลองเตย กรุงเทพมหานคร กรุงเทพมหานคร (Major cineplex)",4.5,฿฿,13.721341,100.583128,"https://www.google.com/maps/search/?api=1&query=13.721341,100.583128",https://img.wongnai.com/p/128x128/2024/04/17/5e90970a5d604d8eb3d9a5fcceaed91a.jpg,
Pizza Hut (พิซซ่าฮัท),"14/5, ถนน ราชพฤกษ์ ตลิ่งชัน ตลิ่งชัน กรุงเทพมหานคร กรุงเทพมหานคร (ตึกอาคารพาณิชย์ ติดหมู่บ้านคาซ่าเลเจนท์ ราชพฤกษ์-ปิ่นเกล้า)",5,฿฿,13.7926974,100.4492993,"https://www.google.com/maps/search/?api=1&query=13.7926974,100.4492993",https://img.wongnai.com/p/128x128/2023/12/12/9794582c94a94cd1b5a60505cd6a42e6.jpg,
Wanna Brew Coffee (วอนนาบรูวคอฟฟี่) - Coffee Everyday & Specialty Coffee,"15/12, 10 บางปลา บางพลี สมุทรปราการ สมุทรปราการ",4.2,฿,13.59789151,100.7267752,"https://www.google.com/maps/search/?api=1&query=13.597891512316,100.72677515934",https://img.wongnai.com/p/128x128/2024/03/02/98e71196c4a74041b76a29f933c1fdff.jpg,
น้ำใจ วุ้นกะทิ (Namjai Homemade),"199,199/1,199/2, กาญจนาภิเษก เสาธงหิน บางใหญ่ นนทบุรี นนทบุรี (เซ็นทรัล เวสเกต)",5,฿,13.8783572,100.4098625,"https://www.google.com/maps/search/?api=1&query=13.878357199999977,100.40986250000012",https://img.wongnai.com/p/128x128/2024/05/28/033eeacf7bbe448a8031e22a9edabd44.jpg,
Starbucks (สตาร์บัคส์),"บุญถาวรบางนา, บางพลีใหญ่ บางพลี สมุทรปราการ สมุทรปราการ",4.4,฿฿,13.645034,100.692043,"https://www.google.com/maps/search/?api=1&query=13.645034,100.692043",https://img.wongnai.com/p/128x128/2024/04/17/8f3f1ae1983f453bb3f1be74a770a06c.jpg,
ข้าวมาชิม (KAO MA CIM),"129/100, หมู่14 ราชาเทวะ บางพลี สมุทรปราการ สมุทรปราการ (หมู่บ้าน The plant)",,฿฿,13.69140779,100.7145487,"https://www.google.com/maps/search/?api=1&query=13.69140779083537,100.71454868919369",https://img.wongnai.com/p/128x128/2024/10/14/0f4c1bc4f0a246e2af62d44bc31aa076.jpg,
Potato Corner (โปเตโต้ คอร์เนอร์),"388, ซอยสายไหม56 สายไหม สายไหม กรุงเทพมหานคร กรุงเทพมหานคร (ิอยู่ในปั้ม ปตท.ข้้างห้องน้ำ)",,฿,13.9209529,100.6603981,"https://www.google.com/maps/search/?api=1&query=13.9209529,100.6603981",https://img.wongnai.com/p/128x128/2025/01/06/8141024924bf424cb0d8c7f8b5f9ec37.jpg,
ครัวปักษ์ใต้อาหารทะเล,"เอื้ออาทรปัญญา , ปัญญา บางชัน คลองสามวา กรุงเทพมหานคร กรุงเทพมหานคร (เอื้ออาทรปัญญา)",4.8,฿฿,13.8519386,100.7016026,"https://www.google.com/maps/search/?api=1&query=13.851938599999981,100.7016025999999",https://img.wongnai.com/p/128x128/deleted/2023/11/15/43a920d701ab4ca1a01737909bb93e38.jpg,
Pizza Hut (พิซซ่าฮัท),2279 ถนนพัฒนาการ กรุงเทพมหานคร,4.7,฿฿฿,13.737371,100.636163,"https://www.google.com/maps/search/?api=1&query=13.737371,100.636163",https://img.wongnai.com/p/128x128/2023/12/12/99f7aef82c294901b981cb7876c82dcf.jpg,
Forestpresso - ฟอเรสท์เพรสโซ่ (ฟอเรสท์เพรสโซ่),439/1 ถ. สังคมสงเคราะห์ 11 แขวงสะพานสอง เขตวังทองหลาง กรุงเทพมหานคร 10310 ประเทศไทย กรุงเทพมหานคร (เข้าซอยสังคมสงเคราะห์​ 11​ มา​ 200​ เมตร​ ร้านอยู่ซ้ายมือ),4.3,฿฿,13.7935029,100.6056131,"https://www.google.com/maps/search/?api=1&query=13.7935029,100.6056131",https://img.wongnai.com/p/128x128/2021/07/23/116337986bb744889761fdd6067a00c0.jpg,
Pizza Hut (พิซซ่าฮัท),93/7 และ 93/8 ถนนประชาอุทิศ กรุงเทพมหานคร,4,฿฿,13.630657,100.504161,"https://www.google.com/maps/search/?api=1&query=13.630657,100.504161",https://img.wongnai.com/p/128x128/2023/12/12/d27b58b8a202427faa2d3b79a3d44f55.jpg,
Pizza Hut (พิซซ่าฮัท),"1, vipawadee จตุจักร จตุจักร กรุงเทพมหานคร กรุงเทพมหานคร (vipawadee)",5,฿฿฿,13.8251711,100.5588641,"https://www.google.com/maps/search/?api=1&query=13.8251711,100.5588641",https://img.wongnai.com/p/128x128/2023/12/12/6ca77aaae4d248d7be210962aa192192.jpg,
Starbucks (สตาร์บัคส์),"112, ซ.เจริญนคร คลองต้นไทร คลองสาน กรุงเทพมหานคร กรุงเทพมหานคร (ICS ชั้น M)",4.4,฿฿,13.7264192,100.5088401,"https://www.google.com/maps/search/?api=1&query=13.7264192,100.5088401",https://img.wongnai.com/p/128x128/2024/04/17/5136cf4588d44ec9bfd99eac9315ec97.jpg,
Middle Earth Coffee,"560/2, พระราม 5 ถนนนครไชยศรี ดุสิต กรุงเทพมหานคร กรุงเทพมหานคร",5,฿,13.7800184,100.5227729,"https://www.google.com/maps/search/?api=1&query=13.7800184,100.5227729",https://img.wongnai.com/p/128x128/2022/10/19/56f062ef2d5a48a4844cc6ca9be4e8cb.jpg,
Starbucks (สตาร์บัคส์),"14553, ดินแดง ดินแดง กรุงเทพมหานคร กรุงเทพมหานคร (Starbucks Ashton)",4,฿,13.75596679,100.5638834,"https://www.google.com/maps/search/?api=1&query=13.755966787341826,100.56388339027762",https://img.wongnai.com/p/128x128/2024/04/17/27d4e24971f1402fa77d4db5ddb7c388.jpg,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,"96/5, ท่าข้าม แสมดำ บางขุนเทียน กรุงเทพมหานคร กรุงเทพมหานคร",4.2,฿,13.650883,100.442676,"https://www.google.com/maps/search/?api=1&query=13.650883,100.442676",https://img.wongnai.com/p/128x128/2024/06/20/ae86d13c45f1485fb5135723785aa5b0.jpg,
Starbucks (สตาร์บัคส์),"1160, เจริญกรุง บางรัก บางรัก กรุงเทพมหานคร กรุงเทพมหานคร (อาคารไปรษณีย์กลาง)",,฿฿,13.72710182,100.5155376,"https://www.google.com/maps/search/?api=1&query=13.727101823981872,100.51553756213927",https://img.wongnai.com/p/128x128/2024/04/17/b81e7c4497cf45b9823969b2d57ccb7b.jpg,
Starbucks (สตาร์บัคส์),"1010, วิภาวดีรังสิต จตุจักร จตุจักร กรุงเทพมหานคร กรุงเทพมหานคร (หน้าตึกทางเข้าหลัก)",5,,13.82322273,100.5589156,"https://www.google.com/maps/search/?api=1&query=13.823222729430558,100.55891560390592",https://img.wongnai.com/p/128x128/2024/04/17/c7592002b1444e73beebf509cc9b9336.jpg,
Starbucks (สตาร์บัคส์),"1818, อาคารรสา ทู มักกะสัน ราชเทวี กรุงเทพมหานคร กรุงเทพมหานคร (เลยแยกเพชรบุรีมาทางประตูน้ำนิดนึง)",4,฿฿,13.74882366,100.5606597,"https://www.google.com/maps/search/?api=1&query=13.748823662390313,100.56065971031785",https://img.wongnai.com/p/128x128/2024/04/17/0a7ed323327a445e891139368a96cbb4.jpg,
Pizza Hut (พิซซ่าฮัท),"6,8 ถนนมาเจริญ กรุงเทพมหานคร",4,฿฿,13.691427,100.34175,"https://www.google.com/maps/search/?api=1&query=13.691427,100.34175",https://img.wongnai.com/p/128x128/2023/12/12/e036d3894e1d410e80c06e871f53f9c8.jpg,
Starbucks (สตาร์บัคส์),", ถนนเอกชัย บางบอน บางบอน กรุงเทพมหานคร กรุงเทพมหานคร (อยู่ในปั๊มซัสโก้เอกชัย 101 ก่อนถึงตลาดวันโอวัน)",4.3,฿฿,13.65554806,100.3938796,"https://www.google.com/maps/search/?api=1&query=13.655548061078179,100.3938796184957",https://img.wongnai.com/p/128x128/2024/04/17/b38333410ec14cf392f1187e5dff2fea.jpg,
Starbucks (สตาร์บัคส์),"1, ลาดพร้าว ลาดพร้าว กรุงเทพมหานคร กรุงเทพมหานคร (Starbucks Tops Market Nakniwat)",4.1,฿฿,13.795455,100.6068998,"https://www.google.com/maps/search/?api=1&query=13.795455,100.6068998",https://img.wongnai.com/p/128x128/2024/04/17/b85eb5abdd9e477995b52b402661f5d9.jpg,
"Funny cat coffee กาแฟสด,ชา,นม,ขนมปังปิ้ง","63/265 ม.7, หมู่บ้านมนวดีพาร์ค ซ.วัดลาดปลาดุก บางรักพัฒนา บางบัวทอง นนทบุรี นนทบุรี (อยู่ปากทางซ.9 บ้านหลังที่ สอง)",,,13.90629355,100.3877112,"https://www.google.com/maps/search/?api=1&query=13.906293546755006,100.3877112083137",https://img.wongnai.com/p/128x128/2022/09/07/a5113f76b40241db9482dfd445f8307b.jpg,
Pizza Hut (พิซซ่าฮัท),8/1-3 ถนนเคหะร่มเกล้า กรุงเทพมหานคร,5,฿฿,13.765063,100.72514,"https://www.google.com/maps/search/?api=1&query=13.765063,100.72514",https://img.wongnai.com/p/128x128/2023/12/12/20715d5a48e64ff893350dfd980d31e9.jpg,
Starbucks (สตาร์บัคส์),"33, ห้วยขวาง ห้วยขวาง กรุงเทพมหานคร กรุงเทพมหานคร",4.5,฿฿,13.758953,100.567759,"https://www.google.com/maps/search/?api=1&query=13.758953,100.567759",https://img.wongnai.com/p/128x128/2024/04/17/55cdab3af9fa42e5979688378b357921.jpg,
แม่บลูตามใจสั่ง (บางบัว),"ห้อง112, พหลโยธิน49/1 ตลาดบางเขน หลักสี่ กรุงเทพมหานคร กรุงเทพมหานคร (แสงจันทร์แมนชั่น)",4.8,฿,13.8587184,100.5855509,"https://www.google.com/maps/search/?api=1&query=13.85871839805064,100.58555094525218",https://img.wongnai.com/p/128x128/2024/06/12/89aa8049eece4f81bc7db01a1fe32e0a.jpg,
Starbucks (สตาร์บัคส์),"600, Sathu Pradit 49 บางโพงพาง ยานนาวา กรุงเทพมหานคร กรุงเทพมหานคร (Starbucks Tops Sathu Pradit)",3.9,฿฿,13.68694254,100.5328385,"https://www.google.com/maps/search/?api=1&query=13.686942540152783,100.53283849731088",https://img.wongnai.com/p/128x128/2024/04/17/4bc3d3abe7284aceac18de656d587e41.jpg,
Five Star (ห้าดาว),"187/255, แจ้งวัฒนะ- ปากเกร็ด ปากเกร็ด นนทบุรี นนทบุรี (7-11)",5,฿,13.90071919,100.5125882,"https://www.google.com/maps/search/?api=1&query=13.900719188643881,100.51258815452456",https://img.wongnai.com/p/128x128/2022/11/21/0bc45e527aab446791d697bcd0b3b073.jpg,
Cold Stone Creamery (โคลด์ สโตน ครีมเมอรี่),"299, IconSiam ถนน เจริญนคร 5 คลองต้นไทร คลองสาน กรุงเทพมหานคร กรุงเทพมหานคร (ร้านอยู่ชั้น 5 ติดกับอานตี้แอนส์)",4,฿,13.726924,100.510316,"https://www.google.com/maps/search/?api=1&query=13.726924,100.510316",https://img.wongnai.com/p/128x128/2025/01/15/5af9014e73e1456fa538089789761352.jpg,
,ซอย เพชรเกษม 4 แขวงวัดท่าพระ เขตบางกอกใหญ่ กรุงเทพมหานคร 10600 ไทย กรุงเทพมหานคร,,฿฿,13.7305232,100.4816325,"https://www.google.com/maps/search/?api=1&query=13.7305232,100.4816325",,
Starbucks (สตาร์บัคส์),"lotus rama4, rama4 คลองตัน คลองเตย กรุงเทพมหานคร กรุงเทพมหานคร (lotus rama4)",4.5,฿฿,13.71754,100.56823,"https://www.google.com/maps/search/?api=1&query=13.71754,100.56823",https://img.wongnai.com/p/128x128/2024/04/17/e7dc233a9fd547159254a92b071c0a4f.jpg,
ลูกเจ้สาย-ข้าวแกง&ข้าวตามสั่ง#ของทอด,"462, กำแพงแสน กำแพงแสน นครปฐม นครปฐม (ตรงข้ามร้านทองนพรันต์)",5,฿,14.006511,99.990247,"https://www.google.com/maps/search/?api=1&query=14.006510999999938,99.99024700000002",https://img.wongnai.com/p/128x128/2022/11/16/68c3b73420bf4b208ca9f2351bbb758e.jpg,
ข้าวผัดผงกะหรี่ไข่ข้น & ขนมจีนน้ำยาปู อ่อนนุช65,"200/214, อ่อนนุช65 แยก14 ประเวศ ประเวศ กรุงเทพมหานคร กรุงเทพมหานคร",5,฿฿฿,13.72640069,100.689575,"https://www.google.com/maps/search/?api=1&query=13.726400688426,100.68957502545",https://img.wongnai.com/p/128x128/2024/08/22/9cdae48acab141e0aec69d87e38284f4.jpg,
KFC (เคเอฟซี),"2, มาลัยแมน ลำพยา เมืองนครปฐม นครปฐม นครปฐม (แยกมาลัยแมน)",4.8,,13.814318,100.037577,"https://www.google.com/maps/search/?api=1&query=13.814318,100.037577",https://img.wongnai.com/p/128x128/2023/06/08/41035737bf6d4a2682bc9809f66ef49a.jpg,
Starbucks (สตาร์บัคส์),"119/6, หมู่ที่1 บ้านกลาง เมืองปทุมธานี ปทุมธานี ปทุมธานี (ปั๊มเชลล์)",5,฿฿,13.99746544,100.5746109,"https://www.google.com/maps/search/?api=1&query=13.997465439952308,100.57461088523269",https://img.wongnai.com/p/128x128/2024/04/17/b0a05f491ccd4d6d8b7e8212ed17fec6.jpg,
Five Star (ห้าดาว),888 หมู่1 ตำบลบางบัวทอง อำเภอบางบัวทอง นนทบุรี 11110 นนทบุรี,4.9,฿,13.93631885,100.3952194,"https://www.google.com/maps/search/?api=1&query=13.936318846762322,100.39521938189864",https://img.wongnai.com/p/128x128/2024/02/02/cc33d20b09164ae1b3860780b431c9f5.jpg,
Starbucks (สตาร์บัคส์),"622 ชั้น G, สุขุมวิท คลองเตยเหนือ วัฒนา กรุงเทพมหานคร กรุงเทพมหานคร (ห้างเอ็มโพเรียม)",3.4,฿฿,13.72954682,100.5692207,"https://www.google.com/maps/search/?api=1&query=13.729546821644215,100.56922065094113",https://img.wongnai.com/p/128x128/2024/04/17/3525daace9a9479abba6e14c25291240.jpg,
Burger King (เบอร์เกอร์คิง),"42, รัชดา กรุงเทพมหานคร",5,฿฿,13.81961023,100.5755544,"https://www.google.com/maps/search/?api=1&query=13.819610225854422,100.57555435225368",https://img.wongnai.com/p/128x128/2025/01/23/ef31d969e3b346b5abe45e53e85ea0f1.jpg,
Five Star (ห้าดาว),เซเว่นอีเลฟเว่น หมู่บ้าน AP Centro (ประชาอุทิศ 69)(17538) กรุงเทพมหานคร (เซเว่นประชาอุทิศ 69 เยื้องหมู่บ้าน Centro Susawat - Rama 3),5,฿,13.64414541,100.5090172,"https://www.google.com/maps/search/?api=1&query=13.644145408665864,100.50901717723492",https://img.wongnai.com/p/128x128/2023/06/06/4a4104c36e9244da84161854b8933874.jpg,
PACAMARA (พาคามาร่า),"เลขที่ 599, ถนนวิภาวดีรังสิต ตลาดบางเขน หลักสี่ กรุงเทพมหานคร กรุงเทพมหานคร (ร้านอยู่ในปั๊ม ปตท)",4.2,฿฿,13.86972051,100.575179,"https://www.google.com/maps/search/?api=1&query=13.86972051,100.575179",https://img.wongnai.com/p/128x128/2025/01/03/38a143242cf2479bb07d986c5fa340a1.jpg,
ร้านข้าวหนึ่งเดียวเน้นปลาทู (ครัวแอบ อร่อย),"8/80, รพช บางหญ้าแพรก เมืองสมุทรสาคร สมุทรสาคร สมุทรสาคร (หลังวัดโกรกกราก)",5,฿,13.5272432,100.2762583,"https://www.google.com/maps/search/?api=1&query=13.527243204759516,100.27625828533401",https://img.wongnai.com/p/128x128/2024/04/12/b1b636c7b8c54798bec7662fa98dea80.jpg,
Swensen's (สเวนเซ่นส์),"356, บางโคล่ บางคอแหลม กรุงเทพมหานคร กรุงเทพมหานคร (TERMINAL)",4.5,฿฿,13.68915832,100.505136,"https://www.google.com/maps/search/?api=1&query=13.689158318954501,100.50513597205281",https://img.wongnai.com/p/128x128/2023/05/07/8847779168e9446ba31e60b7f796f83f.jpg,
Pizza Hut (พิซซ่าฮัท),187/3 หมู่ที่ 7 นครปฐม,3.5,฿฿,13.744427,100.328429,"https://www.google.com/maps/search/?api=1&query=13.744427,100.328429",https://img.wongnai.com/p/128x128/2023/12/12/443faf24745f47708f576346a10d674c.jpg,
ครัวแม่วาส ขนมจีน อาหารปักษ์ใต้ หทัยราษฎร์ (ครัวแม่วาส ขนมจีน อาหารปักษ์ใต้),"., หทัยราษฎร์ 54 สามวาตะวันตก คลองสามวา กรุงเทพมหานคร กรุงเทพมหานคร",,,13.91682354,100.7192349,"https://www.google.com/maps/search/?api=1&query=13.916823544822,100.71923492476",https://img.wongnai.com/p/128x128/2024/06/30/7e3b69f34aa04d3190c9cad541d7eaca.jpg,
"นาถะ S.O.S คาเฟ่ (เครื่องดื่ม, เบเกอรี่) (ร้านนาถะเอสโอเอส)",อาคารเล้าเป้งง้วน1 ห้องยูนิต G1 ชั้นG เลขที่333 ซอยเฉยพ่วง ถนนวิภาวดีรังสิต กรุงเทพมหานคร,5,฿฿,13.806897,100.559318,"https://www.google.com/maps/search/?api=1&query=13.806897,100.559318",https://img.wongnai.com/p/128x128/2024/08/21/1a76b316af554d27a60e76160e822893.jpg,
Baimiang (ใบเมี่ยง) (ใบเมี่ยง),"199, 199/1-2 ถนน รัตนาธิเบศร์ ชั้น3ตรงข้ามร้านแหลมเจริญซีฟู๊ด เสาธงหิน บางใหญ่ นนทบุรี นนทบุรี (ชั้น3 ตรงข้าม เจ้าถิ่น เยื้องๆเเหลมเจริญซีฟู๊ด)",4.5,฿,13.8766128,100.4120799,"https://www.google.com/maps/search/?api=1&query=13.8766128,100.4120799",https://img.wongnai.com/p/128x128/2024/12/02/f3db791079624d149fe8d684d9ec1137.jpg,
เอบิสึ ราเมน (Ebisu Ramen),"623, ริมถนนข้างร้านซักรัดนางฟ้า บางอ้อ บางพลัด กรุงเทพมหานคร กรุงเทพมหานคร",3.8,฿฿,13.8045719,100.5120689,"https://www.google.com/maps/search/?api=1&query=13.8045719,100.5120689",https://img.wongnai.com/p/128x128/2024/05/28/5956975409684a0898c129020933bc16.jpg,
Baimiang (ใบเมี่ยง) (ใบเมี่ยง),"681 Thanon Samsen, - วชิรพยาบาล ดุสิต กรุงเทพมหานคร กรุงเทพมหานคร (อาคารหอพักแพทย์และพยาบาล ร้านตั้งอยู่ตรงข้ามเซเว่น)",,฿฿,13.78185951,100.5072633,"https://www.google.com/maps/search/?api=1&query=13.78185951391218,100.50726329907775",https://img.wongnai.com/p/128x128/2024/12/02/b7702dc0f8fd4f4a87d6cc18e4df74d0.jpg,
Starbucks (สตาร์บัคส์),"555, มักกะสัน ราชเทวี กรุงเทพมหานคร กรุงเทพมหานคร (The Palladium world shopping)",4.6,฿฿,13.75033,100.5414,"https://www.google.com/maps/search/?api=1&query=13.75033,100.5414",https://img.wongnai.com/p/128x128/2024/04/17/0e0e2059e7ea4853b3569efb682aa424.jpg,
,ซอย เพชรเกษม 4 แขวงวัดท่าพระ เขตบางกอกใหญ่ กรุงเทพมหานคร 10600 ไทย กรุงเทพมหานคร,,฿฿,13.7305232,100.4816325,"https://www.google.com/maps/search/?api=1&query=13.7305232,100.4816325",,
Pizza Hut (พิซซ่าฮัท),"456/8, สุขาภิบาล5 ออเงิน สายไหม กรุงเทพมหานคร กรุงเทพมหานคร (ปั๊มบางจาก สุขาภิบาล 5)",4.4,฿฿,13.89489571,100.6601184,"https://www.google.com/maps/search/?api=1&query=13.894895707008004,100.66011836752295",https://img.wongnai.com/p/128x128/2023/12/12/1085136b043641d3b6f8d19a1609ecfb.jpg,
Pizza Hut (พิซซ่าฮัท),25/11 หมู่ที่ 4 ปทุมธานี,,฿฿,14.0409936,100.7890894,"https://www.google.com/maps/search/?api=1&query=14.0409936,100.7890894",https://img.wongnai.com/p/128x128/2023/12/12/e96c0a5b341949f2bc0bd45a30719454.jpg,
Five Star (ห้าดาว),"18574, นครปฐม เมืองนครปฐม นครปฐม นครปฐม (เซเว่น ชุมชนนาสร้าง)",5,,13.84449989,100.042026,"https://www.google.com/maps/search/?api=1&query=13.844499885447805,100.04202603682147",https://img.wongnai.com/p/128x128/2024/09/09/aab0ca033dd847748a1d43746b24a793.jpg,
